timestamp        x                     y                   z                   qx                     qy                   qz                   qw
1461163278.28562 9.75288913368694e-06  1.3379056589088e-05 8.90471073573271e-06 3.24902040791045e-06 -7.73533554257605e-07 -7.01811312281644e-06 0.999999999969796
1461163279.36565    0.024269536088327 -0.00281050896837345 -0.00724505371094915 -0.0100968705457519 0.0600448913596026 0.00282881779507925 0.998140602328489
1461163280.0862  0.0580918398843531 -0.0113845080526173 -0.0224708172295305 -0.0029285138010722 0.0989380150591384 -0.0128881397555432 0.995005823518996
1461163280.98535  0.0785304591848792 -0.0206093244629012 -0.0407165253429815 0.0236309110769675 0.141345173740856 -0.0115088096527997 0.9896113728137
1461163281.86616   0.0626029563369294  -0.0490828742089096 -0.00389902497973846 0.017367937812924 0.152075821112497 -0.0341947874826712 0.987624430579814
1461163282.08549  0.0358431003354983 -0.0746996369056406  0.0311493673720585 0.0267308190289245 0.150577769325022 0.00661794523812642 0.98821455236197
1461163282.24538 0.0166893632173507 -0.101890836803036 0.0582692204257105 0.0578399236434084 0.160785482050228 0.0272506569347561 0.9849162267378
1461163282.50535 -0.0141898689913451  -0.130736155807664   0.105521953812137 0.0553636493009193 0.148726499953415 0.0541000041468057 0.985844046540327
1461163282.7253 -0.0367759972196703  -0.137346269681049   0.143432520814314 0.0218956177785972 0.162617358383039 0.0659824644702472 0.984237009595274
1461163282.92523 -0.0547607038430427  -0.158061689976119   0.194322588817587 -0.000760307018466424 0.170392758157045 0.0614294874305729 0.983459276215792
1461163283.08529 -0.0672092476928381  -0.202391567741042    0.24765923864685 -0.00312747310938454 0.161414512452787 0.0308894092125834 0.986398204824034
1461163283.20521 -0.0667690588810879  -0.249917898092277   0.286034556389983 0.0207520964929752 0.167775801451569 0.0364765077350125 0.984931518087368
1461163283.32667 -0.0703148027147157  -0.299038208494059   0.324247652587983 0.0503054715459373 0.160999820929938 0.0449594155925796 0.984645656133537
1461163283.44525 -0.0844122493689899  -0.344141168635219     0.3618438866834 0.068099683640221 0.145006020989905 0.0405469320950603 0.986251303300764
1461163283.60533 -0.111596535411307 -0.402563790279735  0.402758130576939 0.0785990810513647 0.139393234877544 0.0385008448221116 0.986361696071091
1461163283.76536 -0.149446047946609 -0.452128872534337  0.448595930135112 0.0826220297351307 0.127814743297108 0.0368539954501874 0.987663290103312
1461163283.90591 -0.197013775522539 -0.489058260656466  0.498565464765706 0.0976612638280298 0.101774930376032 0.0254607486823896 0.989674639147128
1461163284.04568 -0.249071928375073 -0.514580229376474  0.555129608587514 0.0992008953871572 0.0838186785230443 0.0363157749056167 0.990865669996716
1461163284.18541 -0.310762430314523  -0.54326610003686  0.610140752000447 0.095732224021722 0.0636061416692221 0.0408522729072334 0.992532463864091
1461163284.32589 -0.361414896406911 -0.573026024587078  0.658226239765081 0.101853572418969 0.0859463213669288 0.0385825236441139 0.990328464954046
1461163284.48533 -0.425098349875453 -0.594607697703214  0.709123216990866 0.102506428738761 0.0958924387766709 0.0466215411254852 0.989001266003119
1461163284.62526 -0.493315298802925 -0.611442400412192  0.752822652661865 0.100386854540373 0.0916154912996215 0.0592444917835311 0.988948518064884
1461163284.7455 -0.558885498149171  -0.62664704065799  0.792386265751148 0.092815574935695 0.0807960401907984 0.0848735411924732 0.98876374880165
1461163284.88533 -0.631126877585843 -0.662629148674709  0.829590673407957 0.111326704470401 0.0834865754652453 0.0923310412167548 0.985957065706553
1461163284.98523  -0.68602342635985 -0.691443456249753   0.85611554477385 0.128101363238928 0.0709278716744022 0.0940371309426411 0.984741740640735
1461163285.10714 -0.752648392368659 -0.720018418693134  0.885644152318545 0.139478715351884 0.0579993228047624 0.0931473708642461 0.984126685858612
1461163285.20703 -0.813208398894899 -0.739180804706526  0.911471403040845 0.135168977068769 0.0388790603656542 0.0979383590188006 0.985203453168923
1461163285.30721 -0.876157115435535 -0.757919637182118  0.932526040724736 0.149655007721169 0.0179824493339909 0.0963211891350687 0.983871047802269
1461163285.4253 -0.951538517534033 -0.776931373459461  0.959712981421024 0.167113561236199 0.0126629025409256 0.0970137626011382 0.981071372743168
1461163285.5453  -1.0310056071421  -0.7933252540675 0.988960911060631 0.17756901888871 0.0124236509251258 0.100013000853702 0.978934265458529
1461163285.66553  -1.11119662441924 -0.804987687787576   1.01934471980812 0.169165308617222 0.0116782551167702 0.113605969593358 0.978948619893108
1461163285.78521  -1.19151750761682 -0.818549154636112   1.04474006519666 0.168662509263294 0.00398951866905222 0.111946095151194 0.979288064611327
1461163285.88538  -1.26511549509469 -0.829843905811057   1.06498619845365 0.168898267529329 -0.0211106901237838 0.111450230899025 0.979084552028395
1461163285.98532  -1.33560134660885 -0.842114414196835   1.08203494967603 0.182772152846431 -0.0312476230127625 0.114467869050224 0.9759687664854
1461163286.08522  -1.40770147783512 -0.846415740302354   1.10401124122002 0.183887212660271 -0.0520102264328939 0.12306583282332 0.973825051104118
1461163286.16581  -1.46724895710689 -0.846073187179609   1.12435005478405 0.171689158851767 -0.0672405800307482 0.135500368906693 0.9734686369658
1461163286.28523  -1.55356243611481 -0.855958383757503   1.14964304466846 0.173708154076925 -0.0709455256066777 0.143318447872581 0.971726315431961
1461163286.38542  -1.63042256579977 -0.863586710520674   1.17156639021162 0.17099168086504 -0.0934172140369854 0.138547357527343 0.970999330029999
1461163286.48526  -1.70608007483915 -0.860450883248412   1.19726985137559 0.147661511773335 -0.11313254335688 0.145377340496669 0.971731719377593
1461163286.58557  -1.77774477852099 -0.851164008164321   1.22369940425546 0.130866100494483 -0.122348469787339 0.144364996103557 0.973171959923879
1461163286.66522  -1.83190714983696 -0.837296485217491   1.24755688653872 0.103834732589218 -0.119476431388081 0.158082898631497 0.974655594459478
